"shot_id","episode","scene_num","shot_number","duration","shot_type","camera_angle","camera_movement","lens","focus","key_light","lighting_style","color_temp","light_direction","shadows","framing","depth","headroom","lead_room","character","emotion","action","eyeline","blocking","location","time_of_day","weather","props","costume","color_palette","dialogue","sfx","music","ambience","transition_in","transition_out","pacing","beat","phase","prompt_style","prompt_camera","prompt_mood","prompt_lighting","reference"
"E037_S021","37","3","21","3.2","CU","Dutch","Truck-L","Normal 50mm","Rack-focus","Natural","Rembrandt","Cool-7000K","Front","None","Center","BG-focus","Loose","Center","師兄弟們","堅持","唱腔","Off-screen-R","Enter-R","練功房","各時段","室內","翎子","練功服","青灰木色","","風聲","","迴響","Match-cut","Cut","Fast","Tension","承","HDR","cu shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S022","37","3","22","2.8","MCU","Dutch","Truck-R","Normal 50mm","Rack-focus","Natural","Rembrandt","Cool-7000K","Side-L","None","Golden-ratio","BG-focus","Loose","Center","小豆子","痛苦","互助","Up","Turn","練功房","各時段","室內","靶子","練功服","青灰木色","","呼吸聲","","迴響","J-cut","Cut","Fast","Tension","承","HDR","mcu shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S023","37","3","23","3.0","MS","Dutch","Crane-up","Normal 50mm","Rack-focus","Natural","Rembrandt","Cool-7000K","Side-R","None","Symmetry","BG-focus","Loose","Center","小石頭","堅持","壓腿","Off-screen-L","Cross","練功房","各時段","室內","水袖","練功服","青灰木色","","風聲","","空曠","L-cut","Cut","Fast","Tension","承","HDR","ms shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S024","37","3","24","2.5","MLS","Dutch","Crane-down","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Back","None","Dynamic","Deep-all","Loose","Center","師兄弟們","堅持","互助","Down","Enter-R","練功房","各時段","室內","靶子","練功服","青灰木色","","風聲","","空曠","Cut","Cut","Fast","Tension","承","HDR","mls shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S025","37","4","25","2.4","LS","Dutch","Handheld","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Top","None","Rule-of-thirds","Deep-all","Loose","Center","段小樓","霸氣","對唱","Up","Exit-R","戲園子","夜間","室內","道具劍","霸王戲服","濃艷戲彩","力拔山兮氣蓋世","腳步聲","","迴響","Dissolve","Cut","Fast","Tension","承","HDR","ls shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S026","37","4","26","4.0","ELS","Dutch","Steadicam","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Bottom","None","Center","Deep-all","Loose","Center","段小樓","入戲","對唱","Up","Enter-R","戲園子","夜間","室內","胡琴","虞姬戲服","濃艷戲彩","","","","嘈雜","Fade-in","Cut","Fast","Tension","承","HDR","els shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S027","37","4","27","2.0","OTS","Dutch","Drone","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","3-point","None","Golden-ratio","Deep-all","Loose","Center","觀眾","霸氣","亮相","Down","Turn","戲園子","夜間","室內","戲服","虞姬戲服","濃艷戲彩","","環境音","","迴響","Fade-out","Cut","Fast","Tension","承","HDR","ots shot, dutch","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S028","37","4","28","2.3","POV","Bird-eye","Static","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Front","None","Symmetry","Deep-all","Loose","Center","程蝶衣","入戲","舞劍","Down","Turn","戲園子","夜間","室內","道具劍","虞姬戲服","濃艷戲彩","","風聲","","壓抑","Wipe","Cut","Fast","Tension","承","HDR","pov shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S029","37","4","29","2.6","2Shot","Bird-eye","Pan-L","Tele 85mm","Rack-focus","Practical","Rembrandt","Cool-7000K","Side-L","None","Dynamic","Deep-all","Loose","Center","段小樓","糾結","對話","Down","Turn","後台化妝間","夜間","室內","頭面","戲服/便裝","暗紅暖光","","","","空曠","Match-cut","Cut","Fast","Tension","承","HDR","2shot shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S030","37","4","30","2.6","ECU","Bird-eye","Pan-R","Tele 135mm","Split-diopter","Practical","Rembrandt","Mixed","Side-R","Dramatic","Rule-of-thirds","Deep-all","Cropped","Off-frame","程蝶衣","糾結","凝視","Camera","Turn","後台化妝間","夜間","室內","化妝鏡","戲服/便裝","暗紅暖光","師哥","風聲","漸強","安靜","J-cut","Cut","Fast","Tension","承","HDR","ecu shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S031","37","4","31","3.2","CU","Bird-eye","Tilt-up","Tele 135mm","Split-diopter","Practical","Rembrandt","Mixed","Back","Dramatic","Center","Deep-all","Cropped","Off-frame","段小樓","隱忍","凝視","Off-screen-L","Enter-R","後台化妝間","夜間","室內","戲服","戲服/便裝","暗紅暖光","","人群嘈雜","","安靜","L-cut","Cut","Fast","Climax","承","HDR","cu shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S032","37","4","32","2.3","MCU","Bird-eye","Tilt-down","Tele 135mm","Split-diopter","Mixed","Rembrandt","Mixed","Top","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","段小樓","隱忍","化妝","Off-screen-L","Cross","後台化妝間","夜間","室內","戲服","戲服/便裝","暗紅暖光","","衣物摩擦","","空曠","Cut","Cut","Fast","Climax","承","HDR","mcu shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S033","37","5","33","2.4","MS","Bird-eye","Dolly-in","Tele 135mm","Split-diopter","Mixed","Rembrandt","Mixed","Bottom","Dramatic","Symmetry","Layered","Cropped","Off-frame","程蝶衣","絕望","爭吵","Off-screen-R","Turn","各場景","各時段","各天氣","各種","各式","高對比","","鑼鼓聲","","安靜","Dissolve","Cut","Fast","Climax","承","HDR","ms shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S034","37","5","34","3.7","MLS","Bird-eye","Dolly-out","Tele 135mm","Split-diopter","Mixed","Rembrandt","Mixed","3-point","Dramatic","Dynamic","Layered","Cropped","Off-frame","程蝶衣","憤怒","爭吵","Camera","Exit-L","各場景","各時段","各天氣","各種","各式","高對比","","","","空曠","Fade-in","Cut","Fast","Climax","承","HDR","mls shot, bird-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S035","37","5","35","2.2","LS","Worm-eye","Truck-L","Tele 135mm","Split-diopter","Mixed","Rembrandt","Mixed","Front","Dramatic","Rule-of-thirds","Layered","Cropped","Off-frame","菊仙","絕望","流淚","Camera","Enter-R","各場景","各時段","各天氣","各種","各式","高對比","你變了","腳步聲","","安靜","Fade-out","Cut","Fast","Climax","承","HDR","ls shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S036","37","5","36","2.8","ELS","Worm-eye","Truck-R","Wide 16mm","Split-diopter","Mixed","Rembrandt","Mixed","Side-L","Dramatic","Center","Layered","Cropped","Off-frame","菊仙","憤怒","爭吵","Camera","Static","各場景","各時段","各天氣","各種","各式","高對比","","衣物摩擦","","壓抑","Wipe","Cut","Fast","Climax","承","HDR","els shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S037","37","5","37","3.3","OTS","Worm-eye","Crane-up","Wide 16mm","Split-diopter","Mixed","Rembrandt","Mixed","Side-R","Dramatic","Golden-ratio","Layered","Cropped","Off-frame","程蝶衣","抉擇","關鍵動作","Down","Exit-R","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","環境音","","壓抑","Match-cut","Cut","Fast","Climax","承","HDR","ots shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S038","37","5","38","3.2","POV","Worm-eye","Crane-down","Wide 16mm","Split-diopter","Mixed","Rembrandt","Mixed","Back","Dramatic","Symmetry","Layered","Cropped","Off-frame","段小樓","覺醒","關鍵動作","Off-screen-L","Enter-R","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","呼吸聲","","空曠","J-cut","Cut","Slow","Release","承","HDR","pov shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S039","37","5","39","3.3","2Shot","Worm-eye","Handheld","Wide 16mm","Split-diopter","Mixed","Rembrandt","Mixed","Top","Dramatic","Dynamic","Layered","Cropped","Off-frame","程蝶衣","覺醒","關鍵動作","Down","Enter-R","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","","呼吸聲","","迴響","L-cut","Cut","Slow","Release","承","HDR","2shot shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E037_S040","37","5","40","2.7","ECU","Worm-eye","Steadicam","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","段小樓","崩潰","轉變","Down","Exit-L","各場景","各時段","各天氣","關鍵道具","關鍵服裝","極端色調","我本是男兒郎","鑼鼓聲","京劇過門","空曠","Cut","Fade-out","Slow","Release","承","HDR","ecu shot, worm-eye","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S001","38","1","1","3.5","CU","Eye-level","Pan-L","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Side-L","Harsh","Center","FG-focus","Tight","Lead-left","程蝶衣","疏離","環顧四周","Down","Enter-R","現代劇院","日間","室內","京劇頭面","便裝","灰藍冷色","","鑼鼓聲","","空曠","Fade-in","Cut","Slow","Setup","承","HDR","cu shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S002","38","1","2","2.9","MCU","Eye-level","Pan-R","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Side-R","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","程蝶衣","滄桑","對話交談","Off-screen-R","Cross","現代劇院","日間","室內","京劇頭面","工作服","灰藍冷色","","鑼鼓聲","","空曠","Fade-in","Cut","Slow","Setup","承","HDR","mcu shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S003","38","1","3","2.2","MS","Eye-level","Tilt-up","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Back","Harsh","Symmetry","FG-focus","Tight","Lead-left","段小樓","疏離","對話交談","Off-screen-R","Enter-L","現代劇院","日間","室內","聚光燈","便裝","灰藍冷色","","風聲","","嘈雜","Fade-out","Cut","Slow","Setup","承","HDR","ms shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S004","38","1","4","3.8","MLS","Eye-level","Tilt-down","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Top","Harsh","Dynamic","FG-focus","Tight","Lead-left","段小樓","懷舊","緩步走來","Off-screen-R","Turn","現代劇院","日間","室內","京劇頭面","便裝","灰藍冷色","","衣物摩擦","","壓抑","Wipe","Cut","Slow","Setup","承","HDR","mls shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S005","38","1","5","3.3","LS","Eye-level","Dolly-in","Wide 16mm","Deep","Hard-key","Rembrandt","Warm-3200K","Bottom","Harsh","Rule-of-thirds","FG-focus","Tight","Lead-left","小豆子娘","市井","牽手走路","Down","Static","北平廟會","日間","雪天","糖葫蘆","老式旗袍","暖黃雜色","臭婊子","腳步聲","","壓抑","Match-cut","Cut","Slow","Setup","承","HDR","ls shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S006","38","1","6","2.7","ELS","Eye-level","Dolly-out","Wide 24mm","Deep","Hard-key","Rembrandt","Warm-3200K","3-point","Harsh","Center","FG-focus","Tight","Lead-left","小豆子","決絕","牽手走路","Down","Enter-R","北平廟會","日間","雪天","年貨","破舊棉襖","暖黃雜色","","風聲","","嘈雜","J-cut","Cut","Medium","Build","承","HDR","els shot, eye-level","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S007","38","1","7","3.1","OTS","High-angle","Truck-L","Wide 24mm","Deep","Hard-key","Rembrandt","Warm-3200K","Front","Harsh","Golden-ratio","FG-focus","Tight","Lead-left","路人","市井","躲避搭訕","Up","Exit-L","北平廟會","日間","雪天","年貨","各色服飾","暖黃雜色","","環境音","","嘈雜","L-cut","Cut","Medium","Build","承","HDR","ots shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S008","38","1","8","2.2","POV","High-angle","Truck-R","Wide 24mm","Deep","Soft-key","Rembrandt","Warm-3200K","Side-L","Harsh","Symmetry","MG-focus","Tight","Lead-left","路人","決絕","牽手走路","Up","Static","北平廟會","日間","雪天","糖葫蘆","各色服飾","暖黃雜色","","環境音","","壓抑","Cut","Cut","Medium","Build","承","HDR","pov shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S009","38","2","9","2.4","2Shot","High-angle","Crane-up","Wide 24mm","Deep","Soft-key","Rembrandt","Warm-3200K","Side-R","Harsh","Dynamic","MG-focus","Tight","Lead-left","小癩子","威嚴","揮打","Off-screen-R","Exit-L","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","","環境音","","迴響","Dissolve","Cut","Medium","Build","承","HDR","2shot shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S010","38","2","10","3.0","ECU","High-angle","Crane-down","Wide 24mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Back","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","小石頭","麻木","耗頂","Off-screen-L","Static","關家科班","黃昏","陰冷","刀胚子","練功服","土褐暗色","都給我拿穩了","環境音","京劇過門","嘈雜","Fade-in","Cut","Medium","Build","承","HDR","ecu shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S011","38","2","11","3.7","CU","High-angle","Handheld","Wide 24mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Top","Soft","Center","MG-focus","Normal","Lead-right","小石頭","威嚴","揮打","Off-screen-R","Turn","關家科班","黃昏","陰冷","練功墊","破衣","土褐暗色","","呼吸聲","","迴響","Fade-out","Cut","Medium","Build","承","HDR","cu shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S012","38","2","12","2.9","MCU","High-angle","Steadicam","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Bottom","Soft","Golden-ratio","MG-focus","Normal","Lead-right","小癩子","威嚴","偷看","Up","Static","關家科班","黃昏","陰冷","竹竿","練功服","土褐暗色","","腳步聲","","迴響","Wipe","Cut","Medium","Build","承","HDR","mcu shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S013","38","2","13","3.4","MS","High-angle","Drone","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","3-point","Soft","Symmetry","MG-focus","Normal","Lead-right","小豆子","決絕","擁抱","Up","Turn","胡同磨刀攤","日間","雪天","毡帽","破舊棉襖","白灰血紅","","風聲","","安靜","Match-cut","Cut","Medium","Build","承","HDR","ms shot, high-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S014","38","2","14","2.2","MLS","Low-angle","Static","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Front","Soft","Dynamic","MG-focus","Normal","Lead-right","小豆子娘","茫然","掙扎","Off-screen-R","Exit-R","胡同磨刀攤","日間","雪天","磨刀石","老式旗袍","白灰血紅","","人群嘈雜","","嘈雜","J-cut","Cut","Medium","Build","承","HDR","mls shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S015","38","2","15","4.0","LS","Low-angle","Pan-L","Normal 35mm","Shallow","Soft-key","Rembrandt","Neutral-5600K","Side-L","Soft","Rule-of-thirds","MG-focus","Normal","Lead-right","小豆子","痛楚","按刀","Down","Cross","胡同磨刀攤","日間","雪天","菜刀","老式旗袍","白灰血紅","娘，我手冷","呼吸聲","","空曠","L-cut","Cut","Medium","Build","承","HDR","ls shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S016","38","2","16","2.5","ELS","Low-angle","Pan-R","Normal 35mm","Shallow","Natural","Rembrandt","Neutral-5600K","Side-R","Soft","Center","BG-focus","Normal","Lead-right","小豆子娘","痛楚","站立","Down","Enter-L","胡同磨刀攤","日間","雪天","毡帽","破舊棉襖","白灰血紅","","人群嘈雜","","嘈雜","Cut","Cut","Medium","Build","承","HDR","els shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S017","38","3","17","3.0","OTS","Low-angle","Tilt-up","Normal 35mm","Shallow","Natural","Rembrandt","Neutral-5600K","Back","Soft","Golden-ratio","BG-focus","Normal","Lead-right","小豆子","恐懼","檢查","Down","Exit-L","關家堂屋","黃昏","室內","祖師爺牌位","旗袍","暗褐暖光","","風聲","","迴響","Dissolve","Cut","Medium","Build","承","HDR","ots shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S018","38","3","18","3.1","POV","Low-angle","Tilt-down","Normal 50mm","Shallow","Natural","Rembrandt","Neutral-5600K","Top","Soft","Symmetry","BG-focus","Normal","Lead-right","小豆子","恐懼","檢查","Camera","Enter-L","關家堂屋","黃昏","室內","契約","旗袍","暗褐暖光","","呼吸聲","","壓抑","Fade-in","Cut","Medium","Build","承","HDR","pov shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S019","38","3","19","3.7","2Shot","Low-angle","Dolly-in","Normal 50mm","Shallow","Natural","Rembrandt","Neutral-5600K","Bottom","Soft","Dynamic","BG-focus","Normal","Lead-right","關師傅","恐懼","跪地","Off-screen-L","Turn","關家堂屋","黃昏","室內","契約","旗袍","暗褐暖光","","風聲","","安靜","Fade-out","Cut","Medium","Build","承","HDR","2shot shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
"E038_S020","38","3","20","2.7","ECU","Low-angle","Dolly-out","Normal 50mm","Rack-focus","Natural","Rembrandt","Cool-7000K","3-point","None","Rule-of-thirds","BG-focus","Loose","Center","小豆子娘","審視","顫抖","Camera","Exit-R","關家堂屋","黃昏","室內","契約","長袍","暗褐暖光","救他一命了","腳步聲","寂靜","空曠","Wipe","Cut","Medium","Build","承","HDR","ecu shot, low-angle","Hopeful","rembrandt lighting","《霸王別姬》陳凱歌 1Mo"
